NUTTAB index,data_source,name,variety,extra_desc,notes,data_notes,density,food_type,brand,category,energy,water,protein,fat,fibre,sugar,starch,carbohydrate,sugar_alcohol,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,caffeine,quantity,quantity_unit,energy_unit,salt
"F002466","Analysed","cheese","haloumi",,"Salty, semi-soft cheese that maintains its texture when cooked.","The majority of nutrient data were derived from analyses conducted by the Australian Dairy Corporation in 1990 from Australian manufactured cheese. Fatty acids and organic acids were imputed from cheddar cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Se, vitamins (folate, alpha-tocopherol, B6, B12) were borrowed from UK CoFID 2015, 12-496 - Cheese, Halloumi. Vitamin C, folic acid, caffeine, proximates (alcohol, fibre, starch, individual sugars (except lactose) were imputed zero.",,"nuttab",,"uncategorised",1050.0,51.1,21.3,17.1,0.0,1.8,0.0,1.8,0.0,11.03,4.02,0.75,358.74,0.0,100.0,"g","kj",
"F002472","Analysed","cheese","mozzarella",,"Cheese made from cows milk with a rubbery texture. Typically added to pizza and other Italian-style dishes.","The majority of nutrient data were derived from a composite of 4 samples of regular fat mozzarella cheese (3x Perfect Italiano, 1x Devondale) purchased from NSW, VIC, ACT and WA in 2010. Minerals were determined in 4 individual samples from the same program. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Caffeine, proximates (alcohol, starch, fibre), folic acid and vitamin C were imputed zero. Note low sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",1213.0,47.5,22.2,22.1,0.0,0.0,0.0,0.0,0.0,14.37,5.2,0.52,668.3,0.0,100.0,"g","kj",
"F002478","Analysed","cheese","parmesan","dried, finely grated","Parmesan-style cheese, prepared by removing the majority of cream from cows milk before heating, curdling and brining. Cheese is finely grated prior to sale and some additional moisture may be removed, so that the cheese does not generally require refrigerator storage.","The majority of nutrient data were derived from a composite of 4 samples of parmesan cheese (Kraft, Perfect Cheese and 2x bulk- from Australia or unstated), purchased in Sydney in 1988. Minerals (I, Ca, P, Na, K) were determined in a composite of 8 samples of pre-grated or pre-shaved cheese (2x Mainland, 2x Pantalica, 2x Perfect, 2x Millel) purchased in Melbourne in 2005. Fatty acid profile is for hard cheese from the Australian Dairy Corporation (ADC 1991). Organic acids, vitamins (alpha-tocopherol, folate, B6, B12) and Se were imputed from cheddar cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Caffeine, proximates (alcohol, fibre) and folic acid were imputed zero.",,"nuttab",,"uncategorised",1949.0,22.5,40.6,33.3,0.0,0.0,0.0,0.0,0.0,21.07,9.54,0.94,976.11,0.0,100.0,"g","kj",
"F002479","Analysed","cheese","parmesan","fresh","A hard granular cheese prepared by removing the majority of cream from cows milk before heating, curdling and brining. Cheese is shaved or coarsely grated prior to sale so that it is moister than finely grated parmesan cheese and requires refrigerator storage.","Most proximates, vitamins and minerals were derived from a composite of 4 samples of cheese (Kraft, Perfect Cheese and 2x bulk- from Australia or unstated), purchased in Sydney in 1988. Iodine, Ca, P, Na and K were determined in a composite sample of 8 purchases of pre-grated or pre-shaved cheese (2x Mainland, 2x Pantalica, 2x Perfect, 2x Millel) purchased in Melbourne in 2005. Fatty acid profile is for hard cheese (ADC 1991). Organic acids, vitamins B6 and B12, Se, alpha-tocopherol and folate were imputed from cheddar cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Alcohol, caffeine, fibre and folic acid were imputed zero.",,"nuttab",,"uncategorised",1690.0,28.1,35.1,28.8,0.0,0.0,0.0,0.0,0.0,18.23,8.26,0.96,844.86,0.0,100.0,"g","kj",
"F002488","Analysed","cheese","ricotta",,"Australian produced ricotta cheese. Prepared by collecting the whey from the coagulation of cows milk and further separation and draining.","Proximates (except ash), vitamins (except alpha-tocopherol and C) and minerals (except iodine) were averaged from a composite of 2 samples of ricotta (Perfect Cheese and United Dairies - from Australia) purchased in Sydney in 1989 and samples of Australian reduced fat ricotta as reported by the Australian Dairy Corporation (ADC, 1999). Ash, vitamins (alpha-carotene, cryptoxanthin, C) were determined only in the 1989 sample. Iodine was determined only in the ADC sample. Fatty acid profile is for soft cheese (ADC 1991). Folate was borrowed from NZ FOODfiles 2014, F59 - Cheese, Ricotta. Organic acids were imputed from cheddar cheese. Se and vitamins (alpha-tocopherol, B6, B12) were imputed from cream cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Proximates (alcohol, fibre), caffeine and folic acid were imputed zero.",,"nuttab",,"uncategorised",665.0,76.1,10.4,11.8,0.0,2.7,0.0,2.7,0.0,7.73,2.77,0.28,234.17,0.0,100.0,"g","kj",
"F002494","Label Data","cheese","soy",,"Cheese substitute produced using soy bean curd and other ingredients such as salt and thickeners. Includes hard and 'cream cheese' varieties.","The majority of nutrient data were based on the average of label information for 3 brands of soy cheese (1x King Land, 1x Simply Better Foods, and 1x Tofutti) available in 2012. Proximates (fibre, ash), minerals (K, Mg, Zn) and vitamins (B1, B2, C) were based on a composite sample of soy cheese purchased in Sydney in 1995. Vitamins (alpha-tocopherol, vitamin B6, folate) and caffeine were based on USDA SR28, 43299 - Soybean, curd, cheese. Vitamins (B3, beta-carotene, folate, retinol) and P were imputed from AUSNUT 1999. B12, tryptophan, I, Se, folic acid, and polyunsaturated fatty acids were imputed from silken tofu. Moisture was estimated. Caffeine, alcohol and vitamin D were imputed zero.",,"nuttab",,"uncategorised",1238.0,59.9,7.0,28.0,0.6,1.8,2.9,4.7,0.0,3.68,6.28,15.61,515.2,0.0,100.0,"g","kj",
"F003270","Analysed","cream","thickened","regular fat (approximately 35%)","Australian produced thickened cream with a fat content of 35%. Major ingredients include cream, gelatine and vegetable gum. Produced by separating milk into a highly concentrated milk fat stream (cream) and a non-milk fat stream (skim milk) and adding thickener to increase the viscosity.","The majority of nutrient data were derived from a composite of 5 samples of thickened cream (1x Brownes, 1x Pura, 1x Coles, 1x Woolworths and 1x Bulla) purchased from NSW, VIC, TAS, QLD and WA in 2010. Cryptoxanthin, proximates (galactose, starch) and vitamin C were derived from a composite of 4 varieties of cream (Woolworths, Oak, Dairy Farmers and Australian Farmers) purchased from 2 outlets in Sydney and analysed in 1988/89. Vitamin D was derived from a composite of 8 samples of thickened cream (1x Dairy Farmers, 1x Bulla, 1x Pura, 1x Coles, 1x A2 Cream, 1x Devondale, 1x Woolworths Select and Harvey Fresh) purchased in ACT, QLD, SA, WA and VIC in 2015. Fatty acids were also determined in 5 samples of pure cream and double cream purchased in Sydney in 2005. Iodine and Se were also determined in 6 composite samples of regular cream purchased nationally in 2004. Proximates (fibre, alcohol), caffeine and folic acid were imputed zero.",1.03,"nuttab",,"uncategorised",1451.0,59.6,2.1,37.2,0.0,2.5,0.0,2.5,0.0,23.98,8.96,1.4,1918.53,0.0,100.0,"ml","kj",
"F003255","Analysed","cream","imitation (non-dairy)",,"Commercially produced soft product with a creamy appearance and texture that is commonly used in baked goods in place of whipped dairy cream, but which is not dairy-based.","The majority of nutrient data were derived from a composite of 6 samples of imitation cream provided by a manufacturer in Adelaide in 1996. Iodine, folate and trans fat were imputed from solid vegetable-based fat. Proximates (alcohol, fibre), caffeine and vitamins (folic acid, C, D) were imputed zero.",1.01,"nuttab",,"uncategorised",1119.0,59.4,1.0,22.0,0.0,16.5,1.4,17.9,0.0,19.54,1.1,0.08,311.11,0.0,100.0,"ml","kj",
"F003269","Analysed","cream","sour","regular fat","Commercially produced Australian sour cream with a fat content of approximately 35% Prepared by culturing cream or milk with lactic acid bacteria resulting in the sour flavour.","The majority of nutrient data were derived from a composite of 5 samples of sour cream (2x Dairy Farmers, 1x Pura, 1x Coles and 1x Bulla) purchased from NSW, VIC, TAS, QLD and WA in 2010. Vitamin D was imputed from thickened cream. Proximates (fibre, galactose, starch), cryptoxanthin, vitamin and C were derived from 3 samples (1x No Frills, 1x Norco and 1x Dairy Farmers) purchased in Sydney in 1988/89. Caffeine, alcohol and folic acid were imputed zero.",0.98,"nuttab",,"uncategorised",1386.0,58.8,1.9,35.6,0.0,2.0,0.0,2.0,0.0,22.99,8.5,0.77,1344.7,0.0,100.0,"ml","kj",
"F003267","Analysed","cream","sour","light (approximately 18% fat)","Commercially produced Australian sour cream with a fat content of approximately 18%. Prepared by culturing a combination of cows milk cream and milk with lactic acid bacteria resulting in the sour flavour and decreased fat content compared to regular sour cream.","The majority of proximates were averaged from 2 analyses: (1) a composite of 2 varieties (Dairy Farmers and Oak) purchased in Sydney in 1989; (2) samples of Australian light sour cream as reported by the Australian Dairy Corporation (ADC, 1999). Ash, cryptoxanthin and vitamin C were also determined in the 1989 sample. Fatty acids, vitamins and minerals were derived from a composite of 5 samples of sour cream (2x Dairy Farmers, 1x Pura, 1x Coles and 1x Bulla) purchased from NSW, VIC, TAS, QLD and WA in 2010. Fat soluble vitamins were adjusted based on fat content. Moisture and minerals (I, Ca, P) were determined in a composite of 6 samples of 18% fat sour cream (Bulla, Farmland, Woolworths, Jalna, Pura) and 2 samples of 12% fat sour cream (Pauls) in Melbourne in 2005. Vitamin D was imputed from thickened cream. Proximates (alcohol, fibre), caffeine and folic acid were imputed zero.",1.02,"nuttab",,"uncategorised",886.0,65.5,3.7,20.1,0.0,4.6,0.0,4.6,0.0,12.99,4.8,0.44,759.55,0.0,100.0,"ml","kj",
"F004508","Analysed","ice cream","vanilla flavour","regular fat","Commercial product prepared by mixing milk, sugar, gums, emulsifiers and vanilla flavour, then freezing rapidly with agitation to aerate the ice cream to give it a light texture. Includes varieties with a fat content of 11%. Some analysed samples contain egg yolk.","The majority of nutrient data were derived from a composite of 10 samples of vanilla flavoured ice cream (4x Nestle Peters, 3x Bulla Real Dairy, 2x Streets Blue Ribbon, 1x Black and Gold) purchased nationally in 2006. Minerals were determined in 3 composite samples of vanilla ice cream purchased in WA, VIC and NSW in 2004. Vitamin D was estimated based on the proportion of cream. Alcohol and caffeine were imputed zero.",0.55,"nuttab",,"uncategorised",433.0,33.8,2.0,5.8,0.0,10.1,1.2,11.3,0.0,3.94,1.38,0.15,170.79,0.0,100.0,"ml","kj",
"F004419","Analysed","ice confection","stick","milk-based, various flavours","Frozen flavoured ice confection typically made from sugar, skim milk/solids, whey and vegetable gums, sold on a stick. Include strawberry, banana and rainbow flavours.","The majority of nutrient data were derived from a composite of 3 samples (3x Streets and Farmland) purchased in Sydney in 1988/89. Moisture, Ca and P were also determined in a composite of 8 samples (3x Streets Paddle pop, 5x Peters Billabong, various flavours) purchased in Melbourne in 2005. Iodine was determined only in the 2005 samples. Tryptophan was imputed from skim milk powder. Fatty acids and vitamins B6 and B12 were imputed from vanilla ice cream. Vitamin D was estimated based on the proportion of milk. Caffeine, alcohol and folic acid were imputed zero.",,"nuttab",,"uncategorised",563.0,68.8,2.9,5.3,0.2,19.8,0.0,19.8,0.0,3.58,1.25,0.14,155.26,0.0,100.0,"g","kj",
"F004421","Analysed","ice confection","stick","water-based, various flavours","Frozen water based ice confection made from sugar, food acid, vegetable gum, flavour and colour, sold on a stick.","The majority of nutrient data were derived from a composite of 3 samples (Farmland, Peters and Streets) purchased in Sydney in 1989. Vitamins (alpha-tocopherol, B6, folate), I and Se were imputed from cordial. Proximates (alcohol, fibre), caffeine, vitamins (folic acid, B12, D), tryptophan, cholesterol and fatty acids were imputed zero.",,"nuttab",,"uncategorised",280.0,80.2,0.2,0.0,0.0,17.1,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F004415","Analysed","ice confection","stick or tub","fruit juice or fruit flavoured","Frozen fruit juice or fruit flavoured ice confection. typically made from sugar and fruit juices such as lemon, pineapple, passionfruit and orange. Frozen prior to sale and sold on a stick or in a tube. One of four samples does not contain fruit juice.","The majority of nutrient data were derived from a composite of 4 samples (2x Streets, Peters and Woolworths) purchased in Sydney in 1988. Vitamins (alpha-tocopherol, B6, folate), I, Se and tryptophan were imputed from orange juice. Caffeine, proximates (alcohol, fibre), vitamins (folic acid, B12, D), cholesterol and fatty acids were imputed zero.",,"nuttab",,"uncategorised",306.0,78.1,0.2,0.1,0.0,18.7,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F005634","Analysed","milk","cow","fluid, regular fat (3.5% fat)","Australian produced regular fat cows milk. Supplied with a minimum fat content of 3.2 g milk fat/100 g.","The majority of nutrient data were derived from a composite of 5 samples of regular fat milk (1x Canberra milk, 1x Pura, 1x Betta, 1x Pauls and 1x Harvey Fresh) purchased from NSW, VIC, TAS, ACT and WA in 2010. Minerals and B2 were determined by individual analysis of the same samples. Proximates, minerals, vitamins, tryptophan, fatty acids and organic acids were also derived from either composite or individual analyses from 2 programs: (1) 10 purchases of 6 brands of regular full fat milk (3x Pauls, 2x Coles, 1x Dairy Farmers, 1x Brownes, 1x Canberra, 1x Pura) purchased nationally in each state and territory capital city and 2 regional centres in NSW and QLD; and (2) 16 purchases of 10 brands of full fat milk (4x Woolworths, 2x Pura, 2x Pauls, 2x Betta, 1x Canberra, 1x Coles, 1x Coles Organic UHT, 1x No Frills, 1x Fresh, 1x Brownes) purchased nationally across the Summer and Winter months of 2008. Se, I and Zn were also derived from samples of milk purchased nationally in 2000, 2002 and 2004. Vitamin D was based on pooled data for regular and reduced fat milk analysed in 2015. Caffeine and alcohol were imputed zero.",1.03,"nuttab",,"uncategorised",290.0,90.7,3.5,3.5,0.0,6.1,0.0,6.1,0.0,2.26,0.92,0.09,116.68,0.0,100.0,"ml","kj",
